0	94	   0.08131	marianne
1	83	   0.07180	fabrice
2	79	   0.06834	wilhelm
3	68	   0.05882	s
4	25	   0.02163	bruder
5	22	   0.01903	immer
6	18	   0.01557	wohl
7	17	   0.01471	liebe
8	14	   0.01211	muß
9	13	   0.01125	sagen
10	13	   0.01125	manchmal
11	12	   0.01038	herz
12	12	   0.01038	ganz
13	11	   0.00952	gut
14	11	   0.00952	ab
15	11	   0.00952	gar
16	10	   0.00865	nein
17	10	   0.00865	glücklich
18	10	   0.00865	weiß
19	10	   0.00865	hast
20	9	   0.00779	recht
21	9	   0.00779	geht
22	9	   0.00779	wäre
23	9	   0.00779	nie
24	9	   0.00779	gern
25	9	   0.00779	lieb
26	9	   0.00779	leben
27	9	   0.00779	schon
28	9	   0.00779	mehr
29	9	   0.00779	lieben
30	9	   0.00779	wort
31	8	   0.00692	herzen
32	8	   0.00692	hand
33	8	   0.00692	sei
34	8	   0.00692	warum
35	7	   0.00606	kommt
36	7	   0.00606	lieber
37	7	   0.00606	gott
38	7	   0.00606	gib
39	7	   0.00606	frau
40	7	   0.00606	tut
41	7	   0.00606	heiraten
42	7	   0.00606	allein
43	7	   0.00606	sag
44	6	   0.00519	kleinen
45	6	   0.00519	ganzen
46	6	   0.00519	tag
47	6	   0.00519	zusammen
48	6	   0.00519	ja
49	6	   0.00519	kopf
50	6	   0.00519	gleich
51	6	   0.00519	tun
52	6	   0.00519	tochter
53	6	   0.00519	schicksal
54	6	   0.00519	macht
55	6	   0.00519	mutter
56	6	   0.00519	sorgen
57	5	   0.00433	schwester
58	5	   0.00433	brief
59	5	   0.00433	halb
60	5	   0.00433	paar
61	5	   0.00433	abend
62	5	   0.00433	kuß
63	5	   0.00433	konnte
64	5	   0.00433	nimm
65	5	   0.00433	welt
66	5	   0.00433	zeit
67	5	   0.00433	still
68	5	   0.00433	reden
69	5	   0.00433	augenblicke
70	5	   0.00433	mußt
71	5	   0.00433	mann
72	5	   0.00433	haus
73	5	   0.00433	mädchen
74	5	   0.00433	denke
75	5	   0.00433	gehen
76	5	   0.00433	lange
77	5	   0.00433	weißt
78	4	   0.00346	briefträger
79	4	   0.00346	wenig
80	4	   0.00346	ende
81	4	   0.00346	wer
82	4	   0.00346	fabricen
83	4	   0.00346	wirtschaft
84	4	   0.00346	ach
85	4	   0.00346	liebt
86	4	   0.00346	geh
87	4	   0.00346	sollst
88	4	   0.00346	engel
89	4	   0.00346	hals
90	4	   0.00346	wissen
91	4	   0.00346	kind
92	4	   0.00346	bleiben
93	4	   0.00346	laß
94	4	   0.00346	eins
95	4	   0.00346	höre
